Name,Median price,Quarterly growth,12-month growth,Average Annual Growth,Weekly median advertised rent,Number of sales,Gross rental yield,Days on market
SACKVILLE,"$481,000",-2.53%,N/A,N/A,N/A,10,N/A,N/A
SACKVILLE NORTH,,,,,,,,
SADLEIR,"$584,500",0.78%,0.78%,7.57%,$358,29,3.18%,51.1818181818182
SAFETY BEACH,"$633,500",-3.28%,-4.02%,3.85%,$500,16,4.10%,78.5714285714286
SALAMANDER BAY,"$682,500",-1.09%,-1.02%,5.65%,$450,105,3.43%,92.0526315789474
SALISBURY,,,,,,,,
SALT ASH,"$595,000",0.00%,N/A,1.13%,N/A,15,N/A,59.6923076923077
SAN ISIDORE,"$680,000",N/A,N/A,N/A,N/A,10,N/A,N/A
SAN REMO,"$440,000",0.00%,-1.23%,6.05%,$360,86,4.25%,52.3692307692308
SANCROX,"$582,500",-6.80%,N/A,N/A,N/A,12,N/A,N/A
SANCTUARY POINT,"$435,000",0.58%,0.40%,5.70%,$380,227,4.54%,97.4
SANDGATE,,,,,,,,
SANDRINGHAM,"$1,690,000",0.00%,-29.21%,5.78%,$650,12,2.00%,N/A
SANDY BEACH,"$515,000",6.74%,11.47%,5.25%,$440,62,4.44%,75.2439024390244
SANDY CREEK,,,,,,,,
SANDY CREEK,,,,,,,,
SANDY FLAT,,,,,,,,
SANDY HOLLOW,"$255,000",N/A,N/A,N/A,N/A,10,N/A,N/A
SANDY POINT,"$799,500",N/A,N/A,-2.15%,N/A,10,N/A,N/A
SANS SOUCI,"$1,490,000",1.88%,-2.30%,6.34%,$650,88,2.27%,85.7142857142857
SAPPHIRE BEACH,"$790,000",1.28%,8.44%,3.95%,$550,37,3.62%,113.260869565217
SARATOGA,"$770,000",3.15%,-5.70%,6.57%,$520,77,3.51%,61.2222222222222
SAUMAREZ,,,,,,,,
SAUMAREZ PONDS,"$760,000",N/A,N/A,N/A,N/A,10,N/A,N/A
SAVERNAKE,,,,,,,,
SAWTELL,"$722,500",-0.34%,4.71%,6.04%,$448,36,3.22%,119.454545454545
SAWYERS GULLY,"$676,250",N/A,N/A,N/A,N/A,10,N/A,N/A
SCARBOROUGH,"$1,120,000",N/A,N/A,N/A,N/A,10,N/A,N/A
SCHEYVILLE,,,,,,,,
SCHOFIELDS,"$765,000",2.00%,-0.07%,6.31%,$550,447,3.74%,54.4438775510204
SCONE,"$388,500",0.65%,1.83%,2.99%,$340,134,4.55%,103.183908045977
SCOTLAND ISLAND,"$1,000,000",0.00%,-9.09%,3.25%,N/A,22,N/A,97.7272727272727
SCOTTS HEAD,"$640,000",3.64%,15.32%,7.31%,N/A,26,N/A,102.7
SEAFORTH,"$2,355,000",-7.92%,-9.60%,6.12%,"$1,200",96,2.65%,66.9347826086957
SEAHAM,"$645,000",1.98%,-5.49%,1.71%,N/A,11,N/A,N/A
SEAHAMPTON,"$492,500",N/A,N/A,N/A,N/A,11,N/A,N/A
SEAL ROCKS,,,,,,,,
SEBASTOPOL,,,,,,,,
SEDGEFIELD,,,,,,,,
SEELANDS,"$359,000",N/A,N/A,N/A,N/A,10,N/A,N/A
SEFTON,"$815,000",4.49%,4.22%,7.28%,$470,42,3.00%,54.6923076923077
SEGENHOE,,,,,,,,
SETTLEMENT CITY,,,,,,,,
SEVEN HILLS,"$745,000",1.78%,4.93%,7.17%,$410,205,2.86%,40.8211382113821
SEXTONVILLE,,,,,,,,
SHALVEY,"$515,000",0.98%,1.28%,7.36%,$330,27,3.33%,54.3157894736842
SHANES PARK,,,,,,,,
SHANNON BROOK,,,,,,,,
SHANNON VALE,"$535,000",N/A,N/A,N/A,N/A,10,N/A,N/A
SHANNONS FLAT,,,,,,,,
SHELL COVE,"$887,500",1.43%,-3.53%,5.69%,$590,107,3.46%,81.2027027027027
SHELLHARBOUR,"$774,000",6.76%,-3.25%,5.49%,$505,41,3.39%,60.8421052631579
SHELLHARBOUR CITY CENTRE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHELLY BEACH,"$910,000",1.68%,8.72%,8.54%,$470,19,2.69%,37.0833333333333
SHERWOOD,,,,,,,,
SHERWOOD,,,,,,,,
SHERWOOD,,,,,,,,
SHOAL BAY,"$622,500",0.16%,-1.58%,3.70%,$425,28,3.55%,97.8888888888889
SHOALHAVEN HEADS,"$650,000",0.00%,-0.61%,5.96%,$440,43,3.52%,109.5625
SHOOTERS HILL,,,,,,,,
SHORTLAND,"$446,000",1.36%,1.36%,5.05%,$380,66,4.43%,53.72
SILVERDALE,"$857,500",-0.58%,4.19%,5.81%,$515,66,3.12%,117.583333333333
SILVERTON,,,,,,,,
SILVERWATER,"$560,000",N/A,N/A,N/A,N/A,10,N/A,N/A
SILVERWATER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SINGLETON,"$390,000",2.97%,4.56%,2.29%,$400,116,5.33%,99.6625
SINGLETON HEIGHTS,"$398,500",-0.38%,2.18%,2.08%,$395,126,5.15%,86
SKENNARS HEAD,"$890,000",5.64%,N/A,11.60%,$590,18,3.45%,94.9230769230769
SLEEPY HOLLOW,,,,,,,,
SMEATON GRANGE,,,,,,,,
SMITHFIELD,"$717,500",2.50%,5.51%,7.50%,$450,125,3.26%,57.4090909090909
SMITHFIELD WEST,,,,,,,,
SMITHS CREEK,"$552,500",N/A,N/A,N/A,N/A,10,N/A,N/A
SMITHS CREEK,,,,,,,,
SMITHS CREEK,,,,,,,,
SMITHS LAKE,"$490,000",2.08%,0.51%,5.65%,$390,50,4.14%,131.923076923077
SMITHTOWN,"$340,000",7.94%,25.93%,7.85%,N/A,11,N/A,N/A
SODWALLS,,,,,,,,
SOFALA,"$295,000",N/A,N/A,N/A,N/A,11,N/A,N/A
SOLDIERS POINT,"$730,000",0.00%,2.82%,3.98%,$475,30,3.38%,79.9
SOMERSBY,"$1,575,000",-9.94%,N/A,16.28%,$735,12,2.64%,N/A
SOMERTON,"$159,000",N/A,N/A,N/A,N/A,10,N/A,N/A
SOUTH ALBURY,"$340,000",-1.73%,-11.92%,3.85%,$305,22,4.66%,N/A
SOUTH ARM,,,,,,,,
SOUTH ARM,,,,,,,,
SOUTH BOWENFELS,"$541,250",-6.68%,-8.26%,3.69%,N/A,16,N/A,N/A
SOUTH BROKEN HILL,,,,,,,,
SOUTH COOGEE,"$2,775,000",11.90%,16.60%,6.78%,"$1,250",45,2.34%,84.6363636363637
SOUTH DURRAS,"$625,000",8.70%,22.43%,11.11%,$700,13,5.82%,N/A
SOUTH GOLDEN BEACH,"$937,500",2.74%,18.67%,8.76%,$600,24,3.33%,79.6666666666667
SOUTH GRAFTON,"$275,000",2.80%,8.91%,3.79%,$330,115,6.24%,81.1764705882353
SOUTH GRANVILLE,"$802,000",0.00%,4.16%,7.77%,$433,47,2.80%,62
SOUTH GUNDAGAI,"$196,000",11.21%,30.67%,14.87%,$290,12,7.69%,N/A
SOUTH GUNDURIMBA,"$537,500",N/A,N/A,N/A,N/A,10,N/A,N/A
SOUTH HURSTVILLE,"$1,260,000",3.92%,2.23%,6.72%,$600,28,2.48%,58.4
SOUTH KEMPSEY,"$284,000",5.19%,10.29%,6.25%,$300,26,5.49%,81.5
SOUTH LISMORE,"$325,000",5.52%,15.04%,3.26%,$368,26,5.88%,72.9411764705882
SOUTH MAITLAND,"$365,000",-14.12%,8.31%,-6.36%,N/A,10,N/A,N/A
SOUTH MAROOTA,"$1,055,000",N/A,N/A,N/A,N/A,10,N/A,N/A
SOUTH MURWILLUMBAH,"$375,000",-5.06%,-3.85%,2.07%,$450,19,6.24%,98.2727272727273
SOUTH NOWRA,"$555,000",2.97%,0.91%,5.87%,$475,78,4.45%,148.159090909091
SOUTH PAMBULA,"$449,000",0.00%,1.47%,5.63%,N/A,11,N/A,N/A
SOUTH PENRITH,"$675,500",3.13%,4.73%,7.11%,$420,135,3.23%,46.5365853658537
SOUTH TAMWORTH,"$250,000",-0.99%,-3.85%,1.83%,$310,104,6.45%,121
SOUTH TURRAMURRA,"$1,692,500",3.93%,12.83%,8.00%,$850,43,2.61%,82.9285714285714
SOUTH WENTWORTHVILLE,"$800,000",0.00%,-3.61%,6.48%,$480,52,3.12%,51.5416666666667
SOUTH WEST ROCKS,"$465,000",3.33%,6.41%,4.02%,$400,96,4.47%,116.796610169492
SOUTH WINDSOR,"$630,000",1.61%,1.61%,6.57%,$420,72,3.47%,71.3269230769231
SOUTHGATE,,,,,,,,
SPEERS POINT,"$682,500",-5.86%,3.41%,4.39%,$460,50,3.50%,83.7
SPENCER,"$454,500",N/A,N/A,5.18%,N/A,10,N/A,N/A
SPICERS CREEK,,,,,,,,
SPIT JUNCTION,,,,,,,,
SPLITTERS CREEK,,,,,,,,
SPRING CREEK,,,,,,,,
SPRING FARM,"$683,000",1.79%,0.74%,5.35%,$500,220,3.81%,67.2377622377622
SPRING GROVE,"$585,000",-1.68%,19.69%,24.08%,$280,12,2.49%,202.75
SPRING HILL,,,,,,,,
SPRING HILL,"$432,500",N/A,N/A,20.93%,N/A,10,N/A,N/A
SPRING RIDGE,"$152,500",N/A,N/A,N/A,N/A,10,N/A,N/A
SPRING TERRACE,,,,,,,,
SPRINGDALE,,,,,,,,
SPRINGDALE HEIGHTS,"$270,000",-8.47%,4.25%,2.57%,$315,43,6.07%,83.4230769230769
SPRINGFIELD,,,,,,,,
SPRINGFIELD,"$650,000",-3.99%,-4.41%,6.63%,$450,50,3.60%,52.1333333333333
SPRINGRANGE,,,,,,,,
SPRINGSIDE,,,,,,,,
SPRINGVALE,"$793,000",0.38%,-2.22%,3.73%,N/A,21,N/A,72.8666666666667
SPRINGWOOD,"$660,500",-4.00%,-1.42%,5.64%,$450,84,3.54%,53.140625
ST ALBANS,,,,,,,,
ST ANDREWS,"$625,000",2.46%,6.84%,6.88%,$420,56,3.49%,28.1363636363636
ST CLAIR,,,,,,,,
ST CLAIR,"$686,500",2.62%,3.23%,6.79%,$430,182,3.26%,41.1007194244604
ST FILLANS,"$382,500",-3.82%,N/A,N/A,N/A,10,N/A,152.23076923
ST GEORGES BASIN,"$492,000",-1.99%,-9.23%,3.72%,$410,63,4.33%,109.844444444444
ST HELENS PARK,"$556,250",-1.98%,-2.75%,6.45%,$390,70,3.65%,44.4444444444444
ST HUBERTS ISLAND,"$1,225,000",-5.77%,2.62%,5.63%,$620,21,2.63%,111.272727272727
ST IVES,"$1,971,000",2.66%,4.40%,7.28%,$965,203,2.55%,60.2816901408451
ST IVES CHASE,"$1,930,000",0.78%,7.22%,7.71%,$950,46,2.56%,57.1666666666667
ST JOHNS PARK,"$767,500",-1.60%,-0.32%,6.84%,$480,28,3.25%,70.1818181818182
ST LEONARDS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ST MARYS,"$590,000",0.77%,-1.67%,7.41%,$360,105,3.17%,72.953125
ST MARYS SOUTH,,,,,,,,
ST PAULS,,,,,,,,
ST PETERS,"$1,350,000",0.00%,11.11%,8.43%,$730,44,2.81%,37.3333333333333
STANBRIDGE,,,,,,,,
STANFORD MERTHYR,"$335,000",-21.64%,N/A,30.00%,N/A,11,N/A,N/A
STANHOPE,,,,,,,,
STANHOPE GARDENS,"$935,000",5.06%,8.59%,6.18%,$560,121,3.11%,34.3846153846154
STANMORE,"$1,711,000",11.83%,16.00%,7.70%,$820,72,2.49%,58.7368421052632
STANNIFER,,,,,,,,
STANNUM,,,,,,,,
STANWELL PARK,"$1,312,500",-0.94%,-8.85%,6.40%,$725,17,2.87%,N/A
STANWELL TOPS,"$892,500",N/A,N/A,N/A,N/A,10,N/A,N/A
STEWARTS RIVER,,,,,,,,
STOCKINBINGAL,"$190,000",N/A,N/A,N/A,N/A,10,N/A,N/A
STOCKTON,"$655,000",-4.38%,-12.67%,5.64%,$440,63,3.49%,90.3684210526316
STOKERS SIDING,"$828,000",0.00%,26.41%,8.37%,N/A,10,N/A,N/A
STONEHENGE,,,,,,,,
STONY CREEK,,,,,,,,
STONY CREEK,,,,,,,,
STRATFORD,,,,,,,,
STRATHEDEN,,,,,,,,
STRATHFIELD,"$2,410,000",0.42%,14.22%,7.45%,$700,152,1.51%,87.425
STRATHFIELD SOUTH,"$1,290,000",3.14%,5.61%,6.87%,$603,22,2.43%,N/A
STROUD,"$350,000",-9.09%,-11.39%,4.10%,$395,16,5.87%,N/A
STROUD ROAD,"$330,000",35.50%,N/A,N/A,N/A,10,N/A,N/A
STUART TOWN,,,,,,,,
STUARTS POINT,"$362,500",7.25%,5.69%,4.87%,$300,21,4.30%,103.916666666667
SUFFOLK PARK,"$1,100,000",-5.98%,4.66%,7.82%,$760,56,3.59%,81.5
SUMMER HILL,,,,,,,,
SUMMER HILL,"$1,675,000",-1.35%,-2.62%,8.48%,$683,47,2.12%,N/A
SUMMER HILL CREEK,,,,,,,,
SUMMERLAND POINT,"$485,000",-4.90%,-9.13%,4.87%,$400,47,4.29%,67.7142857142857
SUN VALLEY,,,,,,,,
SUNNY CORNER,,,,,,,,
SUNSHINE,"$572,500",9.05%,-16.73%,0.33%,N/A,10,N/A,N/A
SUNSHINE BAY,"$560,000",2.75%,1.36%,4.62%,$400,39,3.71%,133.032258064516
SURF BEACH,"$480,000",1.05%,-1.54%,3.79%,$405,45,4.39%,131.290322580645
SURFSIDE,"$465,000",-0.27%,1.09%,3.65%,$400,38,4.47%,89.8125
SURRY HILLS,"$1,800,000",1.69%,15.02%,8.02%,$895,132,2.59%,54.3703703703704
SUSSEX INLET,"$481,250",-6.42%,-8.77%,5.52%,"$1,005",75,10.86%,144.388888888889
SUTHERLAND,"$1,118,750",3.75%,8.62%,8.00%,$555,42,2.58%,36.9166666666667
SUTTON,"$1,225,000",11.87%,29.97%,13.67%,N/A,12,N/A,N/A
SUTTON FOREST,"$1,383,250",-5.68%,-2.93%,41.24%,N/A,11,N/A,N/A
SWAN BAY,,,,,,,,
SWAN BAY,"$600,000",N/A,N/A,N/A,N/A,10,N/A,N/A
SWAN CREEK,,,,,,,,
SWAN VALE,,,,,,,,
SWANHAVEN,,,,,,,,
SWANSEA,"$586,000",-1.51%,2.99%,5.49%,$393,64,3.48%,95.4666666666667
SWANSEA HEADS,"$1,090,250",N/A,N/A,5.21%,N/A,10,N/A,N/A
SYDENHAM,"$1,193,000",0.59%,N/A,7.62%,$710,14,3.09%,N/A
SYDNEY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SYDNEY DOMESTIC AIRPORT,,,,,,,,
SYDNEY INTERNATIONAL AIRPORT,,,,,,,,
SYDNEY OLYMPIC PARK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SYDNEY SOUTH,,,,,,,,
SYLVANIA,"$1,270,000",3.67%,9.96%,5.77%,$723,73,2.96%,57.2413793103448
SYLVANIA SOUTHGATE,,,,,,,,
SYLVANIA WATERS,"$1,600,000",1.25%,-4.90%,7.48%,"$1,200",39,3.90%,58
TABBITA,,,,,,,,
TABLE TOP,"$665,000",-3.41%,-10.75%,4.57%,N/A,20,N/A,N/A
TABULAM,"$222,000",0.00%,26.86%,-1.57%,N/A,11,N/A,N/A
TACOMA,"$600,000",-0.83%,20.24%,11.02%,$460,10,3.99%,N/A
TACOMA SOUTH,,,,,,,,
TAHLEE,,,,,,,,
TAHMOOR,"$590,000",0.85%,1.72%,6.65%,$410,85,3.61%,80.5245901639344
TALARM,,,,,,,,
TALBINGO,"$245,000",0.00%,N/A,4.85%,N/A,11,N/A,N/A
TALLAWANG,"$467,500",N/A,N/A,N/A,N/A,10,N/A,N/A
TALLIMBA,,,,,,,,
TALLONG,"$675,000",8.00%,0.00%,10.87%,N/A,16,N/A,117
TALLWOOD,,,,,,,,
TALLWOODS VILLAGE,"$527,500",-4.09%,-11.94%,4.73%,$460,38,4.53%,147.791666666667
TALMALMO,,,,,,,,
TAMARAMA,"$5,300,000",3.41%,N/A,15.46%,"$1,375",11,1.35%,N/A
TAMBAN,,,,,,,,
TAMBAR SPRINGS,,,,,,,,
TAMBAROORA,,,,,,,,
TAMBAROORA,,,,,,,,
TAMINDA,,,,,,,,
TAMWORTH,,,,,,,,
TANILBA BAY,"$450,000",4.65%,1.69%,5.17%,$400,74,4.62%,110.827586206897
TANJA,,,,,,,,
TANTAWANGALO,,,,,,,,
TAPITALLEE,"$910,000",-4.34%,N/A,13.29%,N/A,11,N/A,N/A
TARAGO,"$330,000",-9.59%,N/A,N/A,N/A,11,N/A,N/A
TARALGA,"$382,500",-4.38%,N/A,7.24%,N/A,12,N/A,N/A
TARANA,,,,,,,,
TARBUCK BAY,"$431,000",N/A,N/A,N/A,N/A,12,N/A,139.27272727
TARCUTTA,"$164,000",2.50%,N/A,-56.27%,N/A,14,N/A,N/A
TAREE,"$333,000",0.08%,-0.60%,3.74%,$340,344,5.31%,87.8571428571429
TAREE SOUTH,"$554,500",N/A,N/A,N/A,N/A,10,N/A,N/A
TAREN POINT,"$1,370,000",-1.44%,-19.88%,7.90%,$873,13,3.31%,N/A
TARLO,,,,,,,,
TARRAGANDA,"$527,500",N/A,N/A,N/A,N/A,10,N/A,N/A
TARRAWANNA,"$870,000",18.37%,13.73%,3.10%,$530,13,3.17%,N/A
TARRIARO,,,,,,,,
TARRO,"$396,500",0.89%,5.03%,4.21%,$345,18,4.52%,24.8
TASCOTT,"$600,000",4.35%,-9.71%,5.97%,$470,31,4.07%,59.6363636363636
TATHAM,,,,,,,,
TATHRA,"$610,000",-1.21%,-3.33%,5.06%,$425,23,3.62%,124.214285714286
TATTON,"$522,500",0.48%,-5.86%,2.74%,$440,37,4.38%,106.518518518519
TAYLORS ARM,,,,,,,,
TAYLORS BEACH,,,,,,,,
TAYLORS FLAT,,,,,,,,
TEA GARDENS,"$570,000",1.24%,-8.06%,4.28%,$370,72,3.38%,126.235294117647
TELARAH,"$362,500",3.42%,-2.03%,3.96%,$350,40,5.02%,86.5333333333333
TELEGRAPH POINT,"$401,250",N/A,N/A,-7.35%,N/A,10,N/A,N/A
TELOPEA,"$1,270,000",2.42%,13.90%,9.03%,$500,50,2.05%,101.571428571429
TEMAGOG,,,,,,,,
TEMORA,"$277,500",-5.93%,-0.45%,5.94%,$275,70,5.15%,121.75
TEMPE,"$1,210,000",0.83%,10.00%,7.95%,$678,42,2.91%,38.0909090909091
TENAMBIT,"$435,000",1.16%,-4.40%,4.90%,$383,30,4.57%,59.2692307692308
TENNYSON,"$1,300,000",N/A,N/A,N/A,N/A,11,N/A,N/A
TENNYSON POINT,"$2,930,000",-2.09%,4.64%,11.91%,N/A,19,N/A,N/A
TENTERFIELD,"$264,000",5.60%,7.76%,3.52%,$240,70,4.73%,121.333333333333
TERALBA,"$417,500",1.83%,7.05%,3.21%,$505,52,6.29%,69.0571428571429
TERARA,,,,,,,,
TERMEIL,"$598,500",-3.86%,N/A,N/A,N/A,10,N/A,N/A
TERRAGON,,,,,,,,
TERRANORA,"$745,000",2.05%,6.43%,2.85%,$605,45,4.22%,82.1071428571429
TERREY HILLS,"$1,715,000",8.54%,9.94%,7.89%,"$1,098",28,3.33%,31.4666666666667
TERRIGAL,"$930,000",3.05%,3.33%,5.84%,$550,168,3.08%,59.2395833333333
Testing,,,,,,,,
TEVEN,,,,,,,,
THALGARRAH,,,,,,,,
THARBOGANG,"$365,000",21.67%,N/A,N/A,N/A,10,N/A,N/A
THE BRANCH,,,,,,,,
THE CHANNON,"$490,000",-16.00%,N/A,N/A,N/A,11,N/A,N/A
THE ENTRANCE,"$595,000",-0.83%,-15.00%,6.30%,$395,39,3.45%,90.7826086956522
THE ENTRANCE NORTH,"$735,000",2.08%,-2.26%,6.16%,$455,15,3.22%,N/A
THE GAP,,,,,,,,
THE GAP,,,,,,,,
THE HILL,"$1,850,000",-2.63%,N/A,7.88%,$668,18,1.88%,N/A
THE JUNCTION,"$1,192,750",1.51%,-21.40%,8.68%,$550,16,2.40%,N/A
THE LAGOON,,,,,,,,
THE OAKS,"$740,000",-2.63%,-7.50%,7.05%,$550,36,3.86%,72.96
THE PONDS,"$980,000",3.16%,0.20%,6.24%,$620,278,3.29%,48.5422535211268
THE RIDGEWAY,,,,,,,,
THE RISK,,,,,,,,
THE ROCK,"$240,000",1.59%,-2.64%,4.26%,$230,24,4.98%,122.538461538462
THE ROCKS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE ROCKS,,,,,,,,
THE SLOPES,,,,,,,,
THE UNIVERSITY OF SYDNEY,,,,,,,,
THE WHITEMAN,,,,,,,,
THERESA PARK,"$1,600,000",N/A,N/A,N/A,N/A,10,N/A,N/A
THIRLMERE,"$629,000",0.64%,5.36%,5.29%,$480,101,3.97%,78.6507936507937
THIRROUL,"$1,244,000",3.67%,12.83%,7.41%,$685,70,2.86%,55.2790697674419
THORA,"$767,250",0.81%,N/A,N/A,N/A,10,N/A,N/A
THORNLEIGH,"$1,222,000",4.44%,11.22%,7.06%,$580,80,2.47%,39.5151515151515
THORNTON,"$525,000",-0.94%,2.84%,4.16%,$435,188,4.31%,73.093220338983
THREDBO,,,,,,,,
THRUMSTER,"$540,000",-2.70%,-4.42%,2.40%,$460,60,4.43%,84.5416666666667
THURGOONA,"$404,000",3.59%,4.94%,2.91%,$390,199,5.02%,80.7153846153846
TIBOOBURRA,,,,,,,,
TICHBORNE,,,,,,,,
TIGHES HILL,"$705,000",-0.35%,-1.74%,8.54%,$460,41,3.39%,60.1818181818182
TILBA TILBA,,,,,,,,
TILBUSTER,,,,,,,,
TILPA,,,,,,,,
TIMBUMBURI,,,,,,,,
TINGHA,"$87,500",N/A,N/A,N/A,N/A,10,N/A,N/A
TINGIRA HEIGHTS,"$580,000",5.45%,5.36%,4.91%,$475,33,4.26%,38.3076923076923
TINONEE,"$417,500",12.84%,7.05%,5.77%,$390,22,4.86%,74.5714285714286
TINPOT,,,,,,,,
TINTENBAR,"$1,170,000",-6.40%,-12.03%,-5.48%,$750,10,3.33%,N/A
TINTINHULL,"$562,500",N/A,N/A,N/A,N/A,10,N/A,N/A
TIPPERARY,,,,,,,,
TIRRANNAVILLE,,,,,,,,
TOCUMWAL,"$315,000",0.00%,6.78%,3.42%,$278,59,4.58%,102.340909090909
TOLLAND,"$262,500",0.00%,-3.67%,1.32%,$275,49,5.45%,103.829268292683
TOMAGO,,,,,,,,
TOMAKIN,"$670,000",0.00%,45.97%,9.32%,$510,33,3.96%,85.125
TOMERONG,"$620,000",-3.88%,-15.93%,8.92%,N/A,19,N/A,87.6153846153846
TOMEWIN,,,,,,,,
TOMINGLEY,,,,,,,,
TONDERBURINE,,,,,,,,
TONGARRA,,,,,,,,
TOOGONG,,,,,,,,
TOOLEYBUC,"$238,500",-11.99%,N/A,N/A,N/A,10,N/A,N/A
TOOLIJOOA,,,,,,,,
TOOMA,,,,,,,,
TOONGABBIE,"$820,000",2.50%,4.72%,7.14%,$450,114,2.85%,43.051724137931
TOONGABBIE EAST,,,,,,,,
TOONUMBAR,,,,,,,,
TOORAWEENAH,"$132,500",N/A,N/A,N/A,N/A,10,N/A,N/A
TOORMINA,"$449,000",-5.36%,-3.65%,3.69%,$420,63,4.86%,72.5945945945946
TOOTHDALE,,,,,,,,
TOOWOON BAY,"$1,645,000",N/A,N/A,N/A,N/A,10,N/A,N/A
TORONTO,"$470,000",0.53%,2.17%,5.07%,$380,87,4.20%,62.9137931034483
TORRINGTON,"$139,000",N/A,N/A,N/A,N/A,14,N/A,N/A
TORRYBURN,,,,,,,,
TORRYBURN,,,,,,,,
TOTTENHAM,"$80,000",N/A,N/A,-1.27%,N/A,10,N/A,N/A
TOUKLEY,"$512,500",0.89%,2.50%,6.31%,$363,85,3.68%,69.9245283018868
TOWAMBA,"$295,000",N/A,N/A,N/A,N/A,10,N/A,N/A
TOWNSEND,"$400,000",3.90%,7.02%,6.37%,$370,18,4.81%,93.4
TOWRADGI,"$837,000",-4.67%,-2.82%,8.04%,$575,37,3.57%,61.7307692307692
TOWRANG,"$482,500",N/A,N/A,N/A,N/A,10,N/A,N/A
TRANGIE,"$167,500",-15.19%,-20.24%,12.79%,N/A,10,N/A,N/A
TREGEAGLE,"$1,045,000",N/A,N/A,N/A,N/A,10,N/A,N/A
TREGEAR,"$434,000",0.93%,-1.36%,7.44%,$310,32,3.71%,64.5238095238095
TRENAYR,,,,,,,,
TREWILGA,,,,,,,,
TRIANGLE FLAT,,,,,,,,
TRUNDLE,"$160,000",-15.34%,N/A,19.50%,N/A,11,N/A,N/A
TRUNGLEY HALL,,,,,,,,
TRUNKEY CREEK,"$185,000",N/A,N/A,N/A,N/A,10,N/A,N/A
TUCABIA,"$295,000",N/A,N/A,N/A,N/A,10,N/A,N/A
TUCKOMBIL,,,,,,,,
TUENA,,,,,,,,
TUGGERAH,"$530,000",-21.48%,N/A,11.64%,$430,12,4.22%,N/A
TUGGERAWONG,"$524,500",-3.76%,-11.85%,7.10%,$360,15,3.57%,N/A
TULLAMORE,"$775,551",N/A,N/A,N/A,N/A,10,N/A,N/A
TULLIBIGEAL,,,,,,,,
TULLIMBAR,"$709,000",2.75%,7.42%,28.77%,$543,65,3.98%,123.090909090909
TULLYMORGAN,,,,,,,,
TUMBARUMBA,"$220,000",3.04%,6.28%,4.23%,$270,44,6.38%,102.818181818182
TUMBI UMBI,"$700,000",2.19%,10.94%,6.47%,$465,83,3.45%,68.3606557377049
TUMBLONG,,,,,,,,
TUMBULGUM,"$617,000",-0.24%,8.25%,4.36%,N/A,17,N/A,84.5
TUMUT,"$298,000",-0.67%,2.76%,2.23%,$310,126,5.41%,118.246753246753
TUNCURRY,"$522,500",3.47%,3.47%,3.66%,$390,77,3.88%,103.298245614035
TURA BEACH,"$590,000",0.43%,-0.04%,4.38%,$463,57,4.08%,102.66
TURILL,,,,,,,,
TURLINJAH,,,,,,,,
TURONDALE,,,,,,,,
TUROSS HEAD,"$469,000",9.07%,2.40%,4.21%,$420,69,4.66%,112.081632653061
TURRAMURRA,"$2,110,000",8.59%,9.75%,7.70%,$850,139,2.09%,62.8333333333333
TURRAWAN,,,,,,,,
TURRELLA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TURVEY PARK,"$395,000",0.64%,12.86%,2.78%,$360,85,4.74%,67.4807692307692
TWEED HEADS,"$737,500",-6.05%,-4.07%,4.41%,$530,51,3.74%,82.8064516129032
TWEED HEADS SOUTH,"$590,000",0.85%,0.85%,3.29%,$525,80,4.63%,72.0816326530612
TWEED HEADS WEST,"$575,000",3.27%,1.77%,3.62%,$500,70,4.52%,69.9148936170213
TWELVE MILE,,,,,,,,
TWELVE MILE CREEK,,,,,,,,
TYAGARAH,,,,,,,,
TYALGUM,"$414,500",N/A,-2.47%,5.91%,N/A,10,N/A,N/A
TYALGUM CREEK,,,,,,,,
TYGALGAH,,,,,,,,
TYNDALE,,,,,,,,
TYRINGHAM,,,,,,,,
UKI,"$630,000",17.76%,20.00%,3.47%,N/A,15,N/A,N/A
ULAMAMBRI,,,,,,,,
ULAN,,,,,,,,
ULLADULLA,"$550,000",-0.45%,0.46%,5.18%,$400,141,3.78%,124.264705882353
ULMARRA,"$490,000",N/A,N/A,N/A,$400,10,4.24%,N/A
ULONG,"$220,000",N/A,N/A,N/A,N/A,10,N/A,N/A
ULTIMO,"$1,350,000",N/A,N/A,11.67%,$750,13,2.89%,N/A
UMINA BEACH,"$715,500",5.22%,6.79%,7.52%,$390,239,2.83%,76.2822085889571
UNANDERRA,"$530,000",-0.93%,-1.85%,5.77%,$420,53,4.12%,60.3714285714286
UNGARIE,"$53,500",-20.15%,-30.97%,-10.32%,N/A,12,N/A,N/A
UPPER BURRINGBAR,"$391,250",N/A,N/A,N/A,N/A,10,N/A,N/A
UPPER CORINDI,,,,,,,,
UPPER CRYSTAL CREEK,,,,,,,,
UPPER DUROBY,,,,,,,,
